label,g_L,tau,V_th,V_r,tau_ref,g_syn,target_mean_m,target_var_v,t0,alpha,beta,mu,sigma,C_t0
第1组,1.2908874906989616,0.3879154759165423,1.0,0.0,0.10774001260562868,1.6938292694708104,0.765013874517611,0.0017308334981631192,0.6572738619119823,2.2570758033326137,0.12110128812635594,1.3325285163113127,0.07149556942311586,0.1101745603467239
第2组,1.2430574689676277,0.3513487610705179,1.0,0.0,0.07400275568186838,0.7195389141580348,1.1130351669722933,0.001873111736377887,1.039032411290425,1.7141766871682589,0.04506495411501201,2.3823265892076106,0.06263032231932106,0.2047139602242764
第3组,0.9358694610055023,0.402498839235652,1.0,0.0,0.07182957194934425,0.8120396935364621,0.76245164317486,0.0006726897919534214,0.6906220712255158,1.9659640459784817,0.07255169959063436,2.421019639343783,0.08934501622041294,0.13560442589191096
