label,target_mean,sim_mean,mean_relative_error,target_var,sim_var,var_relative_error
第1组,0.765013874517611,0.7692924869931591,0.00559285604884747,0.0017308334981631192,0.0018219311655374242,0.05263225346111231
第2组,1.1130351669722933,1.1146835520079605,0.0014809819892314818,0.001873111736377887,0.0018590392359088166,-0.007512899628872654
第3组,0.76245164317486,0.763585620542301,0.0014872777540605993,0.0006726897919534214,0.0006586760462288825,-0.020832404314988215
